index,dish_id,display_name,category,cuisine,serving_grams,calories,protein,carbs,fat,fiber,sodium
637,PROSCIUTTO,Prosciutto,other,international,100,520,6.0,60.0,28.0,2.5,450
638,BOEREWORS,Boerewors,other,international,100,520,6.0,60.0,28.0,2.5,450
639,BAKED_POTATO,Baked potato,other,international,100,468,5.4,54.0,25.2,2.2,405
640,BOUILLABAISSE,Bouillabaisse,other,international,100,520,6.0,60.0,28.0,2.5,450
641,KRALAN,Kralan,other,international,100,520,6.0,60.0,28.0,2.5,450
642,CHIRETA,Chireta,other,international,100,520,6.0,60.0,28.0,2.5,450
643,BAKEWELL_TART,Bakewell tart,pie,international,100,237,2.4,34.0,11.0,0.7,197
644,GRITS,Grits,other,international,100,520,6.0,60.0,28.0,2.5,450
645,SHAVED_ICE,Shaved ice,other,international,100,520,6.0,60.0,28.0,2.5,450
646,CHOCO_PIE,Choco pie,pie,international,100,237,2.4,34.0,11.0,0.7,197
647,CUMIAN,Cumian,other,international,100,520,6.0,60.0,28.0,2.5,450
648,JOKBAL,Jokbal,other,international,100,520,6.0,60.0,28.0,2.5,450
649,GRILLADES,Grillades,other,international,100,520,6.0,60.0,28.0,2.5,450
650,HOTTEOK,Hotteok,other,international,100,520,6.0,60.0,28.0,2.5,450
651,EZOGELIN_SOUP,Ezogelin soup,soup,international,100,32,1.3,5.8,0.6,0.5,343
652,KNEDLE,Knedle,other,international,100,520,6.0,60.0,28.0,2.5,450
653,MASGOUF,Masgouf,other,international,100,520,6.0,60.0,28.0,2.5,450
654,SOPE,Sope,other,international,100,520,6.0,60.0,28.0,2.5,450
655,COCONUT_RICE,Coconut rice,rice,international,100,130,2.7,28.0,0.3,0.4,1
656,BAKARKHANI,Bakarkhani,other,international,100,520,6.0,60.0,28.0,2.5,450
657,ASIDA,Asida,other,international,100,520,6.0,60.0,28.0,2.5,450
658,DIRT_CAKE,Dirt cake,cake,international,100,257,3.2,36.0,11.0,0.7,139
659,SEL_ROTI,Sel roti,bread,indian,100,265,9.0,49.0,3.2,2.7,491
660,KALAKAND,Kalakand,other,international,100,520,6.0,60.0,28.0,2.5,450
661,GHEVAR,Ghevar,other,international,100,520,6.0,60.0,28.0,2.5,450
662,SUSSEX_POND_PUDDING,Sussex pond pudding,dessert,international,100,257,3.2,36.0,11.0,0.7,139
663,LONTONG,Lontong,other,international,100,520,6.0,60.0,28.0,2.5,450
664,BÁNH_BÈO,Bánh bèo,other,international,100,520,6.0,60.0,28.0,2.5,450
665,PRINGÁ,Pringá,other,international,100,520,6.0,60.0,28.0,2.5,450
666,BULL_ROAST,Bull roast,other,international,100,520,6.0,60.0,28.0,2.5,450
667,STUFFED_HAM,Stuffed ham,pork,international,100,242,27.0,0.0,14.0,0.0,62
668,LABLABI,Lablabi,other,international,100,520,6.0,60.0,28.0,2.5,450
669,GOOEY_BUTTER_CAKE,Gooey butter cake,cake,international,100,257,3.2,36.0,11.0,0.7,139
670,CARCIOFI_ALLA_GIUDIA,Carciofi alla giudia,other,international,100,520,6.0,60.0,28.0,2.5,450
671,YIN_SI_JUAN,Yin si juan,other,international,100,520,6.0,60.0,28.0,2.5,450
672,BABI_PANGGANG,Babi panggang,other,international,100,520,6.0,60.0,28.0,2.5,450
673,CHAO_HONG_GUO,Chao hong guo,other,international,100,520,6.0,60.0,28.0,2.5,450
674,FUN_GUO,Fun guo,other,international,100,520,6.0,60.0,28.0,2.5,450
675,KHIRA_SAGARA,Khira sagara,other,international,100,520,6.0,60.0,28.0,2.5,450
676,COCONUT_BAR,Coconut bar,other,international,100,520,6.0,60.0,28.0,2.5,450
677,SUNDAE,Sundae,other,international,100,520,6.0,60.0,28.0,2.5,450
678,TUNA_FISH_SANDWICH,Tuna fish sandwich,fish,international,100,206,22.0,0.0,12.0,0.0,90
679,ZHANGCHA_DUCK,Zhangcha duck,other,international,100,520,6.0,60.0,28.0,2.5,450
680,MARRY_GIRL_CAKE,Marry girl cake,cake,international,100,257,3.2,36.0,11.0,0.7,139
681,FRIJOLES_CHARROS,Frijoles charros,other,international,100,520,6.0,60.0,28.0,2.5,450
682,ROSCA_DE_REYES,Rosca de reyes,other,international,100,520,6.0,60.0,28.0,2.5,450
683,HAPPY_FACES,Happy Faces,other,international,100,520,6.0,60.0,28.0,2.5,450
684,DEVILED_CRAB,Deviled crab,seafood,international,100,99,20.0,0.0,1.7,0.0,111
685,SUNDUBU_JJIGAE,Sundubu-jjigae,other,international,100,520,6.0,60.0,28.0,2.5,450
686,SINSEOLLO,Sinseollo,other,international,100,520,6.0,60.0,28.0,2.5,450
687,DONGCHIMI,Dongchimi,other,international,100,520,6.0,60.0,28.0,2.5,450
688,NABAK_KIMCHI,Nabak-kimchi,other,international,100,520,6.0,60.0,28.0,2.5,450
689,DHONDAS,Dhondas,other,international,100,520,6.0,60.0,28.0,2.5,450
690,SOAN_PAPDI,Soan papdi,other,international,100,520,6.0,60.0,28.0,2.5,450
691,BAEK_KIMCHI,Baek-kimchi,other,international,100,520,6.0,60.0,28.0,2.5,450
692,CHICKEN_RIGGIES,Chicken riggies,chicken,international,100,239,27.0,0.0,14.0,0.0,82
693,AFELIA,Afelia,other,international,100,520,6.0,60.0,28.0,2.5,450
694,GULYÁSLEVES,Gulyásleves,other,international,100,520,6.0,60.0,28.0,2.5,450
695,MARIE_BISCUIT,Marie biscuit,cookie,international,100,502,5.9,64.0,25.0,2.0,385
696,CAFÉ_LIÉGEOIS,Café liégeois,other,international,100,520,6.0,60.0,28.0,2.5,450
697,CHÈ,Chè,other,international,100,520,6.0,60.0,28.0,2.5,450
698,POOTHAREKULU,Pootharekulu,other,international,100,520,6.0,60.0,28.0,2.5,450
699,ESCALOPE,Escalope,other,international,100,520,6.0,60.0,28.0,2.5,450
700,RAJMA,Rajma,other,international,100,520,6.0,60.0,28.0,2.5,450
701,BESHBARMAK,Beshbarmak,other,international,100,520,6.0,60.0,28.0,2.5,450
702,TORTA_TRE_MONTI,Torta Tre Monti,other,international,100,520,6.0,60.0,28.0,2.5,450
703,FRENCH_DIP,French dip,other,international,100,520,6.0,60.0,28.0,2.5,450
704,PUMPKIN_COCONUT_CUSTARD,Pumpkin-coconut custard,other,international,100,520,6.0,60.0,28.0,2.5,450
705,ROSE_HIP_SOUP,Rose hip soup,soup,international,100,32,1.3,5.8,0.6,0.5,343
706,VEGGIE_BURGER,Veggie burger,burger,american,100,295,17.0,24.0,14.0,1.2,396
707,STEAK_TARTARE,Steak tartare,beef,international,100,250,26.0,0.0,15.0,0.0,72
708,BOLOGNA_SAUSAGE,Bologna sausage,other,international,100,520,6.0,60.0,28.0,2.5,450
709,PÂTÉ,Pâté,other,international,100,520,6.0,60.0,28.0,2.5,450
710,BIBIMBAP,Bibimbap,other,international,100,520,6.0,60.0,28.0,2.5,450
711,SHAHI_PANEER,Shahi paneer,cheese,indian,100,402,25.0,1.3,33.0,0.0,621
712,FUFU,Fufu,other,international,100,520,6.0,60.0,28.0,2.5,450
713,PYTTIPANNA,Pyttipanna,other,international,100,520,6.0,60.0,28.0,2.5,450
714,CHICKEN_SANDWICH,Chicken sandwich,chicken,international,100,239,27.0,0.0,14.0,0.0,82
715,GHARI,Ghari,other,international,100,520,6.0,60.0,28.0,2.5,450
716,MICHIGAN_SALAD,Michigan salad,salad,international,100,17,1.2,3.3,0.2,1.3,10
717,CABINET_PUDDING,Cabinet pudding,dessert,international,100,257,3.2,36.0,11.0,0.7,139
718,AMERICAN_FRIED_RICE,American fried rice,rice,chinese,100,169,3.5,36.4,0.4,0.5,1
719,KOROVAI,Korovai,other,international,100,520,6.0,60.0,28.0,2.5,450
720,CHURRASCO,Churrasco,other,international,100,520,6.0,60.0,28.0,2.5,450
721,PASULJ,Pasulj,other,international,100,520,6.0,60.0,28.0,2.5,450
722,MITRAILLETTE,Mitraillette,other,international,100,520,6.0,60.0,28.0,2.5,450
723,SALATĂ_DE_BOEUF,Salată de boeuf,other,international,100,520,6.0,60.0,28.0,2.5,450
724,RICE_PUDDING,Rice pudding,rice,international,100,130,2.7,28.0,0.3,0.4,1
725,RÖSTI,Rösti,other,international,100,520,6.0,60.0,28.0,2.5,450
726,NARYN,Naryn,other,international,100,520,6.0,60.0,28.0,2.5,450
727,KALDERETA,Kaldereta,other,international,100,520,6.0,60.0,28.0,2.5,450
728,MAKROUDH,Makroudh,other,international,100,520,6.0,60.0,28.0,2.5,450
729,KACHUMBARI,Kachumbari,other,international,100,520,6.0,60.0,28.0,2.5,450
730,TSUKEMONO,Tsukemono,other,international,100,520,6.0,60.0,28.0,2.5,450
731,CHEESE_FRIES,Cheese fries,cheese,international,100,402,25.0,1.3,33.0,0.0,621
732,SLATKO,Slatko,other,international,100,520,6.0,60.0,28.0,2.5,450
733,QATAYEF,Qatayef,other,international,100,520,6.0,60.0,28.0,2.5,450
734,PASSATELLI,Passatelli,other,international,100,520,6.0,60.0,28.0,2.5,450
735,SWEET_POTATO_SOUP,Sweet potato soup,soup,international,100,32,1.3,5.8,0.6,0.5,343
736,SHCHI,Shchi,other,international,100,520,6.0,60.0,28.0,2.5,450
737,KULFI,Kulfi,other,international,100,520,6.0,60.0,28.0,2.5,450
738,DOLMA,Dolma,other,international,100,520,6.0,60.0,28.0,2.5,450
739,KAI_YANG,Kai yang,other,international,100,520,6.0,60.0,28.0,2.5,450
740,SHARK_FIN_SOUP,Shark fin soup,soup,international,100,32,1.3,5.8,0.6,0.5,343
741,POZOLE,Pozole,other,international,100,520,6.0,60.0,28.0,2.5,450
742,PAKORA,Pakora,other,indian,100,520,6.0,60.0,28.0,2.5,450
743,CHANTILLY_CAKE,Chantilly cake,cake,international,100,257,3.2,36.0,11.0,0.7,139
744,KRÓWKI,Krówki,other,international,100,520,6.0,60.0,28.0,2.5,450
745,RUSSIAN_TEA_CAKE,Russian tea cake,cake,international,100,257,3.2,36.0,11.0,0.7,139
746,OX_TONGUE_PASTRY,Ox-tongue pastry,other,international,100,520,6.0,60.0,28.0,2.5,450
747,SACHERTORTE,Sachertorte,other,international,100,520,6.0,60.0,28.0,2.5,450
748,PALITAW,Palitaw,other,international,100,520,6.0,60.0,28.0,2.5,450
749,JOLPAN,Jolpan,other,international,100,520,6.0,60.0,28.0,2.5,450
750,MANTOU,Mantou,other,international,100,520,6.0,60.0,28.0,2.5,450
751,FINGER_STEAKS,Finger steaks,beef,international,100,250,26.0,0.0,15.0,0.0,72
752,STEAK_SANDWICH,Steak sandwich,beef,international,100,250,26.0,0.0,15.0,0.0,72
753,TALO,Talo,other,international,100,520,6.0,60.0,28.0,2.5,450
754,ERKUAI,Erkuai,other,international,100,520,6.0,60.0,28.0,2.5,450
755,MIXIAN,Mixian,other,international,100,520,6.0,60.0,28.0,2.5,450
756,ST._LOUIS_STYLE_PIZZA,St. Louis-style pizza,pizza,italian,100,266,11.0,33.0,10.0,2.3,598
757,MOAMBE,Moambe,other,international,100,520,6.0,60.0,28.0,2.5,450
758,UPMA,Upma,other,international,100,520,6.0,60.0,28.0,2.5,450
759,PANJIRI,Panjiri,other,international,100,520,6.0,60.0,28.0,2.5,450
760,EGGS_SARDOU,Eggs Sardou,egg,international,100,155,13.0,1.1,11.0,0.0,124
761,SHANGHAI_FRIED_NOODLES,Shanghai fried noodles,noodles,international,100,179,5.9,32.5,2.7,1.6,10
762,QUARKKÄULCHEN,Quarkkäulchen,other,international,100,520,6.0,60.0,28.0,2.5,450
763,CUPCAKE,Cupcake,cake,international,100,257,3.2,36.0,11.0,0.7,139
764,SNICKERDOODLE,Snickerdoodle,other,international,100,520,6.0,60.0,28.0,2.5,450
765,FARL,Farl,other,international,100,520,6.0,60.0,28.0,2.5,450
766,COLESLAW,Coleslaw,salad,international,100,17,1.2,3.3,0.2,1.3,10
767,CALAS,Calas,other,international,100,520,6.0,60.0,28.0,2.5,450
768,BEEF_STROGANOFF,Beef Stroganoff,beef,international,100,250,26.0,0.0,15.0,0.0,72
769,SHIMOTSUKARE,Shimotsukare,other,international,100,520,6.0,60.0,28.0,2.5,450
770,SQUAB,Squab,other,international,100,520,6.0,60.0,28.0,2.5,450
771,BASBOUSA,Basbousa,other,international,100,520,6.0,60.0,28.0,2.5,450
772,WATALAPPAM,Watalappam,other,international,100,520,6.0,60.0,28.0,2.5,450
773,TEPSI_BAYTINIJAN,Tepsi baytinijan,other,international,100,520,6.0,60.0,28.0,2.5,450
774,KULI_KULI,Kuli-kuli,other,international,100,520,6.0,60.0,28.0,2.5,450
775,SHABU_SHABU,Shabu-shabu,other,international,100,520,6.0,60.0,28.0,2.5,450
776,SUNDAE,Sundae,other,international,100,520,6.0,60.0,28.0,2.5,450
777,FRIED_BRAIN_SANDWICH,Fried brain sandwich,sandwich,international,100,325,15.6,39.0,11.7,2.6,585
778,ROLLMOPS,Rollmops,bread,international,100,265,9.0,49.0,3.2,2.7,491
779,HIGASHI,Higashi,other,international,100,520,6.0,60.0,28.0,2.5,450
780,PANNA_COTTA,Panna cotta,other,international,100,520,6.0,60.0,28.0,2.5,450
781,ALOO_GOBI,Aloo gobi,other,international,100,520,6.0,60.0,28.0,2.5,450
782,ASPIC,Aspic,other,international,100,520,6.0,60.0,28.0,2.5,450
783,OBATZDA,Obatzda,other,international,100,520,6.0,60.0,28.0,2.5,450
784,GULAB_JAMUN,Gulab jamun,other,international,100,520,6.0,60.0,28.0,2.5,450
785,TUNA_CASSEROLE,Tuna casserole,fish,international,100,206,22.0,0.0,12.0,0.0,90
786,RIBOLLITA,Ribollita,other,international,100,520,6.0,60.0,28.0,2.5,450
787,CHOMCHOM,Chomchom,other,international,100,520,6.0,60.0,28.0,2.5,450
788,RASSOLNIK,Rassolnik,other,international,100,520,6.0,60.0,28.0,2.5,450
789,JEONGOL,Jeongol,other,international,100,520,6.0,60.0,28.0,2.5,450
790,CANTONESE_SEAFOOD_SOUP,Cantonese seafood soup,soup,international,100,32,1.3,5.8,0.6,0.5,343
791,EGGPLANT_SALAD,Eggplant Salad,egg,international,100,155,13.0,1.1,11.0,0.0,124
792,KÜRTŐSKALÁCS,Kürtőskalács,other,international,100,520,6.0,60.0,28.0,2.5,450
793,PÖLSA,Pölsa,other,international,100,520,6.0,60.0,28.0,2.5,450
794,LOBSTER_ROLL,Lobster roll,bread,international,100,265,9.0,49.0,3.2,2.7,491
795,SLOPPY_JOE,Sloppy joe,other,international,100,520,6.0,60.0,28.0,2.5,450
796,SCHNITZEL,Schnitzel,other,international,100,520,6.0,60.0,28.0,2.5,450
797,BACALHAU,Bacalhau,other,international,100,520,6.0,60.0,28.0,2.5,450
798,SFENJ,Sfenj,other,international,100,520,6.0,60.0,28.0,2.5,450
799,MENUDO,Menudo,other,international,100,520,6.0,60.0,28.0,2.5,450
800,GUJIA,Gujia,other,international,100,520,6.0,60.0,28.0,2.5,450
801,LIVER_SOUP,Liver soup,soup,international,100,32,1.3,5.8,0.6,0.5,343
802,PANOCHA,Panocha,other,international,100,520,6.0,60.0,28.0,2.5,450
803,CHAKAPULI,Chakapuli,other,international,100,520,6.0,60.0,28.0,2.5,450
804,SKLANDRAUSIS,Sklandrausis,other,international,100,520,6.0,60.0,28.0,2.5,450
805,LIVER_PÂTÉ,Liver pâté,other,international,100,520,6.0,60.0,28.0,2.5,450
806,RULLEPØLSE,Rullepølse,other,international,100,520,6.0,60.0,28.0,2.5,450
807,FRIKADELLER,Frikadeller,other,international,100,520,6.0,60.0,28.0,2.5,450
808,FRIKANDEL,Frikandel,other,international,100,520,6.0,60.0,28.0,2.5,450
809,CINNAMON_ROLL,Cinnamon roll,bread,international,100,265,9.0,49.0,3.2,2.7,491
810,SCOTCH_PIE,Scotch pie,pie,international,100,237,2.4,34.0,11.0,0.7,197
811,HOT_WIENER,Hot wiener,other,international,100,520,6.0,60.0,28.0,2.5,450
812,WODZIONKA,Wodzionka,other,international,100,520,6.0,60.0,28.0,2.5,450
813,GREEK_SALAD,Greek salad,salad,international,100,17,1.2,3.3,0.2,1.3,10
814,RAITA,Raita,other,international,100,520,6.0,60.0,28.0,2.5,450
815,DONG'AN_CHICKEN,Dong'an chicken,chicken,international,100,239,27.0,0.0,14.0,0.0,82
816,BOORTSOG,Boortsog,other,international,100,520,6.0,60.0,28.0,2.5,450
817,COCA,Coca,other,international,100,520,6.0,60.0,28.0,2.5,450
818,CHAMPON,Champon,pork,international,100,242,27.0,0.0,14.0,0.0,62
819,TABBOULEH,Tabbouleh,other,international,100,520,6.0,60.0,28.0,2.5,450
820,KOROKKE,Korokke,other,international,100,520,6.0,60.0,28.0,2.5,450
821,CHILE_RELLENO,Chile relleno,other,international,100,520,6.0,60.0,28.0,2.5,450
822,BRANDADE,Brandade,other,international,100,520,6.0,60.0,28.0,2.5,450
823,HOPPANG,Hoppang,other,international,100,520,6.0,60.0,28.0,2.5,450
824,GOZINAKI,Gozinaki,other,international,100,520,6.0,60.0,28.0,2.5,450
825,LAZARAKIA,Lazarakia,other,international,100,520,6.0,60.0,28.0,2.5,450
826,PUFF_PUFF,Puff Puff,other,international,100,520,6.0,60.0,28.0,2.5,450
827,FATTEH,Fatteh,other,international,100,520,6.0,60.0,28.0,2.5,450
828,SPECULAAS,Speculaas,other,international,100,520,6.0,60.0,28.0,2.5,450
829,KARASUMI,Karasumi,other,international,100,520,6.0,60.0,28.0,2.5,450
830,BRANDY_SNAPS,Brandy snaps,other,international,100,520,6.0,60.0,28.0,2.5,450
831,TRDELNÍK,Trdelník,other,international,100,520,6.0,60.0,28.0,2.5,450
832,COCIDO_MADRILEÑO,Cocido madrileño,other,international,100,520,6.0,60.0,28.0,2.5,450
833,RED_VELVET_CAKE,Red velvet cake,cake,international,100,257,3.2,36.0,11.0,0.7,139
834,KRINGLE,Kringle,other,international,100,520,6.0,60.0,28.0,2.5,450
835,QUENELLE,Quenelle,other,international,100,520,6.0,60.0,28.0,2.5,450
836,TOASTED_RAVIOLI,Toasted ravioli,other,international,100,520,6.0,60.0,28.0,2.5,450
837,TAJINE,Tajine,other,international,100,520,6.0,60.0,28.0,2.5,450
838,CRANACHAN,Cranachan,other,international,100,520,6.0,60.0,28.0,2.5,450
839,RUSK,Rusk,other,international,100,520,6.0,60.0,28.0,2.5,450
840,MILLE_FEUILLE,Mille-feuille,other,international,100,520,6.0,60.0,28.0,2.5,450
841,ACORN_NOODLE_SOUP,Acorn noodle soup,soup,international,100,32,1.3,5.8,0.6,0.5,343
842,GACHAS,Gachas,other,international,100,520,6.0,60.0,28.0,2.5,450
843,JINGISUKAN,Jingisukan,other,international,100,520,6.0,60.0,28.0,2.5,450
844,THEKUA,Thekua,other,international,100,520,6.0,60.0,28.0,2.5,450
845,GHUGNI,Ghugni,other,international,100,520,6.0,60.0,28.0,2.5,450
846,TARAMA,Tarama,other,international,100,520,6.0,60.0,28.0,2.5,450
847,ITALIAN_BEEF,Italian beef,beef,international,100,250,26.0,0.0,15.0,0.0,72
848,CHALLAH,Challah,other,international,100,520,6.0,60.0,28.0,2.5,450
849,FRIED_ICE_CREAM,Fried ice cream,dessert,international,100,334,4.2,46.8,14.3,0.9,180
850,ONION_RING,Onion ring,other,international,100,520,6.0,60.0,28.0,2.5,450
851,SMOKED_MEAT,Smoked meat,other,international,100,520,6.0,60.0,28.0,2.5,450
852,DAHI_VADA,Dahi vada,other,international,100,520,6.0,60.0,28.0,2.5,450
853,MOTHER_IN_LAW,Mother-in-law,other,international,100,520,6.0,60.0,28.0,2.5,450
854,BLONDIE,Blondie,other,international,100,520,6.0,60.0,28.0,2.5,450
855,GUK,Guk,other,international,100,520,6.0,60.0,28.0,2.5,450
856,HIYASHI_CHŪKA,Hiyashi chūka,other,international,100,520,6.0,60.0,28.0,2.5,450
857,SWEET_SHELLS,Sweet shells,other,international,100,520,6.0,60.0,28.0,2.5,450
858,SALISBURY_STEAK,Salisbury steak,beef,international,100,250,26.0,0.0,15.0,0.0,72
859,POFFERTJES,Poffertjes,other,international,100,520,6.0,60.0,28.0,2.5,450
860,EGGS_NEPTUNE,Eggs Neptune,egg,international,100,155,13.0,1.1,11.0,0.0,124
861,GALBI_JJIM,Galbi-jjim,other,international,100,520,6.0,60.0,28.0,2.5,450
862,AGWI_JJIM,Agwi-jjim,other,international,100,520,6.0,60.0,28.0,2.5,450
863,LADOB,Ladob,other,international,100,520,6.0,60.0,28.0,2.5,450
864,INSTANT_BOILED_MUTTON,Instant-boiled mutton,other,international,100,416,4.8,48.0,22.4,2.0,360
865,CINCALOK,Cincalok,other,international,100,520,6.0,60.0,28.0,2.5,450
866,JOOK_SING_NOODLES,Jook-sing noodles,noodles,international,100,138,4.5,25.0,2.1,1.2,8
867,POTBROOD,Potbrood,other,international,100,520,6.0,60.0,28.0,2.5,450
868,BURKINABE_CUISINE,Burkinabe cuisine,other,international,100,520,6.0,60.0,28.0,2.5,450
869,TARALLI,Taralli,other,international,100,520,6.0,60.0,28.0,2.5,450
870,CARBONADE_FLAMANDE,Carbonade flamande,other,international,100,520,6.0,60.0,28.0,2.5,450
871,XÔI,Xôi,other,international,100,520,6.0,60.0,28.0,2.5,450
872,SAUERBRATEN,Sauerbraten,other,international,100,520,6.0,60.0,28.0,2.5,450
873,SPIEDIE,Spiedie,pie,international,100,237,2.4,34.0,11.0,0.7,197
874,GIMBAP,Gimbap,other,international,100,520,6.0,60.0,28.0,2.5,450
875,CZERNINA,Czernina,other,international,100,520,6.0,60.0,28.0,2.5,450
876,KROPPKAKA,Kroppkaka,other,international,100,520,6.0,60.0,28.0,2.5,450
877,BUDDHA'S_DELIGHT,Buddha's delight,other,international,100,520,6.0,60.0,28.0,2.5,450
878,PAIN_AU_CHOCOLAT,Pain au chocolat,other,international,100,520,6.0,60.0,28.0,2.5,450
879,GOETTA,Goetta,other,international,100,520,6.0,60.0,28.0,2.5,450
880,GERMAN_CHOCOLATE_CAKE,German chocolate cake,cake,international,100,257,3.2,36.0,11.0,0.7,139
881,MELT_SANDWICH,Melt sandwich,sandwich,international,100,250,12.0,30.0,9.0,2.0,450
882,POPIAH,Popiah,other,international,100,520,6.0,60.0,28.0,2.5,450
883,HALEEM,Haleem,other,international,100,520,6.0,60.0,28.0,2.5,450
884,HORNAZO,Hornazo,other,international,100,520,6.0,60.0,28.0,2.5,450
885,JANCHI_GUKSU,Janchi-guksu,other,international,100,520,6.0,60.0,28.0,2.5,450
886,KIPPER,Kipper,other,international,100,520,6.0,60.0,28.0,2.5,450
887,BOSSAM,Bossam,other,international,100,520,6.0,60.0,28.0,2.5,450
888,ARBROATH_SMOKIE,Arbroath smokie,other,international,100,520,6.0,60.0,28.0,2.5,450
889,BOLOGNA_SANDWICH,Bologna sandwich,sandwich,international,100,250,12.0,30.0,9.0,2.0,450
890,COBBLER,Cobbler,other,international,100,520,6.0,60.0,28.0,2.5,450
891,KOUIGN_AMANN,Kouign-amann,other,international,100,520,6.0,60.0,28.0,2.5,450
892,CHAR_KWAY_TEOW,Char kway teow,other,international,100,520,6.0,60.0,28.0,2.5,450
893,ROSTBRÄTEL,Rostbrätel,other,international,100,520,6.0,60.0,28.0,2.5,450
894,DOENJANG_JJIGAE,Doenjang-jjigae,other,international,100,520,6.0,60.0,28.0,2.5,450
895,THARID,Tharid,other,international,100,520,6.0,60.0,28.0,2.5,450
896,HAINANESE_CHICKEN_RICE,Hainanese chicken rice,rice,international,100,130,2.7,28.0,0.3,0.4,1
897,BAK_KUT_TEH,Bak kut teh,other,international,100,520,6.0,60.0,28.0,2.5,450
898,CABBAGE_ROLL,Cabbage roll,bread,international,100,265,9.0,49.0,3.2,2.7,491
899,RUNZA,Runza,other,international,100,520,6.0,60.0,28.0,2.5,450
900,BANANAS_FOSTER,Bananas Foster,fruit,international,100,52,0.3,14.0,0.2,2.4,1
901,KOZHUKKATTA,Kozhukkatta,other,international,100,520,6.0,60.0,28.0,2.5,450
902,KŪČIUKAI,Kūčiukai,other,international,100,520,6.0,60.0,28.0,2.5,450
903,SMØRREBRØD,Smørrebrød,other,international,100,520,6.0,60.0,28.0,2.5,450
904,KUTIA,Kutia,other,international,100,520,6.0,60.0,28.0,2.5,450
905,DEVILED_EGG,Deviled egg,egg,international,100,155,13.0,1.1,11.0,0.0,124
906,BUCHTELN,Buchteln,other,international,100,520,6.0,60.0,28.0,2.5,450
907,APPLE_STRUDEL,Apple strudel,fruit,international,100,52,0.3,14.0,0.2,2.4,1
908,WONTON,Wonton,dumpling,chinese,100,200,8.0,28.0,6.0,1.5,320
909,CHESS_PIE,Chess pie,pie,international,100,237,2.4,34.0,11.0,0.7,197
910,PIROZHKI,Pirozhki,other,international,100,520,6.0,60.0,28.0,2.5,450
911,DOUZHI,Douzhi,other,international,100,520,6.0,60.0,28.0,2.5,450
912,MACARONI_SOUP,Macaroni soup,pasta,international,100,131,5.0,25.0,1.1,1.8,6
913,CROSSING_THE_BRIDGE_NOODLES,Crossing-the-bridge noodles,noodles,international,100,138,4.5,25.0,2.1,1.2,8
914,LECHAZO,Lechazo,other,international,100,520,6.0,60.0,28.0,2.5,450
915,ROLLED_OYSTER,Rolled oyster,bread,international,100,265,9.0,49.0,3.2,2.7,491
916,ASAM_PEDAS,Asam pedas,other,international,100,520,6.0,60.0,28.0,2.5,450
917,MI_KROP,Mi krop,other,international,100,520,6.0,60.0,28.0,2.5,450
918,PATOLEO,Patoleo,other,international,100,520,6.0,60.0,28.0,2.5,450
919,RIGÓ_JANCSI,Rigó Jancsi,other,international,100,520,6.0,60.0,28.0,2.5,450
920,OLLADA,Ollada,other,international,100,520,6.0,60.0,28.0,2.5,450
921,GARBURE,Garbure,other,international,100,520,6.0,60.0,28.0,2.5,450
922,SABUDANA_KHICHADI,Sabudana Khichadi,other,international,100,520,6.0,60.0,28.0,2.5,450
923,POTÉE,Potée,other,international,100,520,6.0,60.0,28.0,2.5,450
924,PHANAENG_CURRY,Phanaeng curry,curry,indian,100,97,3.7,7.8,6.1,2.1,380
925,MADELEINE,Madeleine,other,international,100,520,6.0,60.0,28.0,2.5,450
926,MASHED_PUMPKIN,Mashed pumpkin,other,international,100,520,6.0,60.0,28.0,2.5,450
927,SUET_PUDDING,Suet pudding,dessert,international,100,257,3.2,36.0,11.0,0.7,139
928,BOMBAY_MIX,Bombay mix,other,international,100,520,6.0,60.0,28.0,2.5,450
929,NAMAGASHI,Namagashi,other,international,100,520,6.0,60.0,28.0,2.5,450
930,STRUFFOLI,Struffoli,other,international,100,520,6.0,60.0,28.0,2.5,450
931,DAK_GALBI,Dak-galbi,other,international,100,520,6.0,60.0,28.0,2.5,450
932,CHUCHVARA,Chuchvara,other,international,100,520,6.0,60.0,28.0,2.5,450
933,MISAL,Misal,other,international,100,520,6.0,60.0,28.0,2.5,450
934,PATATNIK,Patatnik,other,international,100,520,6.0,60.0,28.0,2.5,450
935,YUXIANG,Yuxiang,other,international,100,520,6.0,60.0,28.0,2.5,450
936,FROZEN_BANANA,Frozen banana,fruit,international,100,52,0.3,14.0,0.2,2.4,1
937,PSAROSOUPA,Psarosoupa,soup,international,100,32,1.3,5.8,0.6,0.5,343
938,MEKITSA,Mekitsa,other,international,100,520,6.0,60.0,28.0,2.5,450
939,SANNA,Sanna,other,international,100,520,6.0,60.0,28.0,2.5,450
940,QAZI,Qazı,other,international,100,520,6.0,60.0,28.0,2.5,450
941,SORBETES,Sorbetes,other,international,100,520,6.0,60.0,28.0,2.5,450
942,POTATOES_O'BRIEN,Potatoes O'Brien,other,international,100,520,6.0,60.0,28.0,2.5,450
943,TOM_YUM,Tom yum,other,thai,100,520,6.0,60.0,28.0,2.5,450
944,BALUSHAHI,Balushahi,other,international,100,520,6.0,60.0,28.0,2.5,450
945,ARROZ_A_LA_CUBANA,Arroz a la cubana,other,international,100,520,6.0,60.0,28.0,2.5,450
946,JALEBI,Jalebi,other,international,100,520,6.0,60.0,28.0,2.5,450
